scholarship_name,deadline,degree,university_name,level,country
"Doctoral Student Position in Molecular Studies on Human Vaginal Wound Healing at Karolinska Institute, Sweden",04 Sep 2022,"Business & Management,Medical & Pharmacy,Education",Karolinska Institute,PHD,Sweden
Warwick’s School of Engineering International PhD Scholarships in UK,01 Sep 2022,"Engineering&Technology,Business & Management,Computer Science & IT", University of Warwick,PHD,UK
"International PhD Studentships in Crystallography of Advanced Inorganic Materials, UK",02 Dec 2022,"Engineering&Technology,Business & Management,Medical & Pharmacy,Education", The University of Liverpool,PHD,UK
Global MBA 5 Year Anniversary Bursary in UK,12 Sep 2022,"Business & Management,Computer Science & IT,Religion & Ethics",University of London,Master,UK
"Laing Developing Countries Graduate Scholarships at Newnham College, UK",20 Aug 2022,"Business & Management,Education,Religion & Ethics",Newnham College,Masters and PhD,UK
"International PhD Studentships in Cleaner Futures MOF Catalysts for CO2 Utilisation, UK",22 Nov 2022,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",University of Liverpool,PHD,UK
International PhD Studentship in Marlow Foods at University of Exeter UK,12 Aug 2022,"Art & Design,Business & Management,Computer Science & IT,Medical & Pharmacy",The University of Exeter,PhD,UK
"Natural Hazards Research Australia Postgraduate Research Scholarships for International Students, 2022",20 Aug 2022,"Computer Science & IT,Medical & Pharmacy,Education,Religion & Ethics,Social Sciences",Natural Hazards Research Australia,PhD or masters by research degrees, Australia
Distance Learning Merit Scholarships for International Students in UK ,15 Aug 2022,"Art & Design,Business & Management,Computer Science & IT,Medical & Pharmacy",University of Leicester,Postgraduate,UK
"EMFSS Online Taught Bursary for International Students at University of London, UK ",26 Aug 2022,"Computer Science & IT,Education,Religion & Ethics,Social Sciences",University of London,Undergraduate,UK
"Junior Clinical Training Scholarships in Veterinary Oncology at University of Cambridge, UK",21 Aug 2022,"Art & Design,Engineering&Technology,Business & Management,Medical & Pharmacy",University of Cambridge,PHD,UK
Distance Learning Merit Scholarships for International Students in UK ,10 Aug 2022,"Engineering&Technology,Business & Management,Computer Science & IT,Religion & Ethics",University of Leicester,Postgraduate,UK
International Newsweek Scholarship in Engineering at King’s College London in UK,22 Aug 2022,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",King’s College London,Masters,UK
School of Electronic and Electrical Engineering Undergraduate International Excellence Scholarships in UK,10 Aug 2022,"Medical & Pharmacy,Education,Religion & Ethics,Social Sciences",University of Leeds,Undergraduate,UK
"PhD Scholarships in Markerless Human Gait Analysis Sing Ultra-Wideband Radar Approaches Augmented by Artificial Intelligence, UK",10 Aug 2022,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",London South Bank University,PHD,UK
XTX Sanctuary Scholarships at University of Leicester in UK,05 Aug 2022,"Education,Religion & Ethics,Social Sciences,Short Courses",University of Leicester,"Bachelors, Masters, PhD degree",UK
"Athlete Support Officer Positions at Swansea University, UK",28 Aug 2022,"Art & Design,Engineering&Technology,Business & Management,Medical & Pharmacy",Swansea University,PHD,UK
"PhD Scholarships in Markerless Human Gait Analysis Sing Ultra-Wideband Radar Approaches Augmented by Artificial Intelligence, UK",10 Aug 2022,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT", London South Bank University,PHD,UK
"Department of Meteorology PhD Scholarships for International Students at University of Reading, UK",08 Aug 2022,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",University of Reading,PHD,UK
"International Students Scholarships at Canterbury Christ Church University, UK",05 Aug 2022,"Education,Religion & Ethics,Social Sciences,Tourism & Hospitality",Canterbury Christ Church University,Undergraduate or Postgraduate,UK
International PhD Studentships in Food Science at University of Reading in the UK,29 Jul 2022,"Art & Design,Engineering&Technology,Business & Management,Computer Science & IT",University of Reading,PHD,UK
"International Scholarships at Croydon University, UK",31 Jul 2022,"Medical & Pharmacy,Education,Religion & Ethics,Tourism & Hospitality", Croydon University,Undergraduate,UK
"Clinical Research PhD Studentships at Royal Veterinary College, UK",31 Aug 2022,"Art & Design,Business & Management,Computer Science & IT,Medical & Pharmacy",Royal Veterinary College,PHD,UK
Bicentennial Vice-Chancellor PhD International Scholarships in UK,19 Sep 2022,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",Liverpool John Moores University,PHD,UK
Manchester Humanities International Excellence Scholarships in UK,31 Jul 2022,"Engineering&Technology,Medical & Pharmacy,Education,Religion & Ethics",University of Manchester,Postgraduate,UK
Warwick’s School of Engineering International PhD Scholarships in UK,01 Sep 2022,"Engineering&Technology,Computer Science & IT,Medical & Pharmacy",University of Warwick,PHD,UK
"Lecturer Teaching & Scholarships in Korean School of Languages, Cultures and Societies in UK",03 Aug 2022,"Art & Design,Business & Management,Computer Science & IT,Education",University of Leeds,Lecturer,UK
"Laing Developing Countries Graduate Scholarships at Newnham College, UK",31 Jul 2022,"Engineering&Technology,Computer Science & IT,Medical & Pharmacy,Social Sciences",Newnham College,Masters and PhD,UK
University of Chichester Global Merit Scholarships in UK,12 Aug 2022,"Medical & Pharmacy,Education,Religion & Ethics",University of Chichester,Undergraduate and postgraduate degree,UK
International Newsweek Scholarship in Engineering at King’s College London in UK,22 Aug 2022,"Business & Management,Computer Science & IT,Medical & Pharmacy",King’s College London,Masters,UK
Fabian Wagner Filmmaking International Scholarships at BIMM Institute,05 Aug 2022,"Education,Religion & Ethics,Social Sciences", BIMM Institute,Bachelor,UK
Global MBA 5 Year Anniversary Bursary in UK,12 Sep 2022,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",University of London,Master,UK
Harding International Legal Scholarships in UK,31 Jul 2022,"Art & Design,Business & Management,Computer Science & IT,Medical & Pharmacy",University of Birmingham,Master,UK
Fully Funded EPSRC PhD Scholarships in Materials Engineering or Novel Coatings for International Students in UK,03 Aug 2022,"Engineering&Technology,Business & Management,Computer Science & IT",Swansea University,PHD,UK
PhD Studentships in Weed Seed Ecology in Regenerative Agriculture for International Students in UK,29 Jul 2022,"Business & Management,Computer Science & IT,Medical & Pharmacy,Religion & Ethics",University of Lincoln,PHD ,UK
Harding International Legal Scholarships in UK,31 Jul 2022,"Engineering&Technology,Business & Management,Medical & Pharmacy",University of Birmingham,Master,UK
"Fully-funded International PhD Studentships in Geography, UK",14 Aug 2022,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",University of Exeter,PHD,UK
PhD Studentships in Electric Vehicle Battery Packs for International Students in UK,31 Aug 2022,"Business & Management,Computer Science & IT,Medical & Pharmacy","City, University of London ",PHD,UK
International Fully Funded UKRI and Enserv PhD Scholarships in UK,29 Jul 2022,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",Swansea University,PHD,UK
PG School of Psychology International Masters Scholarships in UK,31 Jul 2022,"Engineering&Technology,Business & Management,Computer Science & IT,Medical & Pharmacy",University of Leeds,Masters,UK
KCL Bosco Tso and Emily Ng Scholarships for International Students in UK,29 Jul 2022,"Art & Design,Business & Management,Computer Science & IT,Medical & Pharmacy",King’s College London,Masters,UK
Global MBA 5 Year Anniversary Bursary in UK,12 Sep 2022,"Engineering&Technology,Business & Management,Computer Science & IT",University of London,Master,UK
"International Scholarships at New College of the Humanities, UK",01 Aug 2022,"Religion & Ethics,Social Sciences,Tourism & Hospitality", New College of the Humanities,Undergraduate or Postgraduate,UK
B.S Chimni Scholarships for International Students at University of London in UK,17 Aug 2022,"Engineering&Technology,Business & Management,Computer Science & IT",University College London,MA degree,UK
"International Scholarships at New College of the Humanities, UK",31 Jul 2022,"Art & Design,Medical & Pharmacy,Religion & Ethics",New College of the Humanities,Undergraduate or Postgraduate,UK
ERC Funded PhD Studentships in Childhood in Iron and Viking Age Scandinavia for International Students in UK,01 Aug 2022,"Business & Management,Computer Science & IT,Education",University of Leicester,PHD,UK
PhD Studentships in Technical & Applied Computing for International Students in UK,31 Jul 2022,"Engineering&Technology,Computer Science & IT,Medical & Pharmacy",University of Gloucestershire,PHD,UK
Fully-Funded EPSRC DTP PhD Scholarships in Single-Phase Pv-Battery Synchronverter with Seamless Transition to Stand-Alone Mode in UK,15 Jul 2022,"Engineering&Technology,Medical & Pharmacy,Education",Swansea University,PhD,UK
University of Glasgow Joseph Lister India Scholarships in UK,31 Aug 2022,"Business & Management,Computer Science & IT,Medical & Pharmacy",University of Glasgow,Masters,UK
"International PhD Studentships in Cardiovascular Sciences, UK",13 Jul 2022,"Engineering&Technology,Business & Management,Medical & Pharmacy",University of Leicester,PHD,UK
"E D Davies Scholarships for International Students at Fitzwilliam College, UK",31 Aug 2022,"Engineering&Technology,Business & Management,Computer Science & IT",Fitzwilliam College,PHD,UK
Dean’s Excellence International Scholarships in UK,25 Jul 2022,"Art & Design,Engineering&Technology,Computer Science & IT",University of Edinburgh,Masters,UK
MA Taiwan Studies Scholarships for International Students in UK,15 Jul 2022,"Business & Management,Computer Science & IT,Medical & Pharmacy", SOAS University of London,Postgraduate,UK
Fully-Funded Bertarelli Foundation PhD International Scholarships in UK,15 Jul 2022,"Engineering&Technology,Business & Management,Medical & Pharmacy",Swansea University,PHD,UK
"International PhD Studentships in Cardiovascular Sciences, UK",13 Jul 2022,"Engineering&Technology,Business & Management,Medical & Pharmacy",University of Leicester,PHD,UK
"Engineering Future Scholarships for International Students at University of Manchester, UK",13 Jul 2022,"Engineering&Technology,Business & Management,Computer Science & IT",University of Manchester,Postgraduate,UK
Economic History Society PhD Bursary for International Students in UK,01 Jul 2022,"Engineering&Technology,Business & Management,Medical & Pharmacy,Education",University of Birmingham,PHD,UK
"Higher Education Commission Pakistan Scholarships at Loughborough University, UK",30 Jun 2022,"Business & Management,Computer Science & IT,Education",Loughborough University,PHD,UK
"UClan Masters by Research International Studentships in Centre for Waste Management, UK",12 Jun 2022,"Engineering&Technology,Business & Management,Education",University of Central Lancashire,Master by Research,UK
University of Kent Bestway Foundation Scholarships in UK,19 Jun 2022,"Engineering&Technology,Medical & Pharmacy,Education",University of Kent,Postgraduate," £30,000"
CitAI Bosch International Studentships in UK,30 Jun 2022,"Business & Management,Computer Science & IT,Medical & Pharmacy",City University of London,PHD,UK
